loc,v(g),ev(g),iv(g),n,l,d,i,t,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,defects,risk_score,risk_level
23.0,5.0,3.0,2.0,58.0,0.12,8.33,32.32,124.7,1,4,0,10.0,15.0,0,27.89863748837308,Low
56.0,10.0,6.0,6.0,91.0,0.07,15.24,29.59,381.59,19,3,0,14.0,17.0,0,38.11387791130875,Medium
26.0,5.0,1.0,1.0,117.0,0.07,14.75,36.37,439.58,1,1,0,8.0,16.0,0,26.978289410768895,Low
23.0,3.0,1.0,1.0,105.0,0.08,13.0,37.03,347.69,1,1,0,8.0,16.0,0,24.337034389910627,Low
14.0,1.0,1.0,1.0,29.0,0.17,6.0,16.05,32.11,0,3,0,5.0,5.0,0,15.789602036556403,Low
7.0,1.0,1.0,1.0,17.0,0.44,2.29,25.73,7.47,0,0,0,4.0,7.0,0,11.594550019184465,Low
4.0,1.0,1.0,1.0,6.0,0.5,2.0,7.75,1.72,0,0,0,4.0,2.0,0,8.297486599287241,Low
4.0,1.0,1.0,1.0,6.0,0.5,2.0,7.75,1.72,0,0,0,4.0,2.0,0,8.297486599287241,Low
7.0,1.0,1.0,1.0,17.0,0.44,2.29,25.73,7.47,0,0,0,4.0,7.0,0,11.594550019184465,Low
7.0,1.0,1.0,1.0,17.0,0.44,2.29,25.73,7.47,0,0,0,4.0,7.0,0,11.594550019184465,Low
6.0,1.0,1.0,1.0,18.0,0.18,5.6,11.89,20.72,0,0,0,8.0,5.0,0,13.037522215689917,Low
4.0,1.0,1.0,1.0,7.0,0.5,2.0,9.83,2.18,0,0,0,4.0,3.0,0,8.712349007284121,Low
4.0,1.0,1.0,1.0,7.0,0.5,2.0,9.83,2.18,0,0,0,4.0,3.0,0,8.712349007284121,Low
4.0,1.0,1.0,1.0,7.0,0.5,2.0,9.83,2.18,0,0,0,4.0,3.0,0,8.712349007284121,Low
31.0,4.0,4.0,3.0,97.0,0.06,17.1,29.98,487.05,1,5,1,19.0,20.0,0,31.626357051929432,Low
32.0,4.0,4.0,3.0,82.0,0.07,14.73,29.43,354.55,5,4,5,19.0,20.0,0,31.26476799904397,Low
54.0,2.0,1.0,2.0,270.0,0.03,30.06,50.43,2531.72,2,10,0,16.0,33.0,0,29.44160353100332,Low
125.0,7.0,1.0,3.0,365.0,0.03,38.37,57.29,4686.01,7,22,0,22.0,43.0,0,37.86959572270831,Medium
16.0,4.0,3.0,2.0,36.0,0.09,10.83,15.24,99.34,0,3,0,15.0,9.0,0,26.015592279860876,Low
4.0,1.0,1.0,1.0,5.0,0.67,1.5,7.74,0.97,0,0,0,3.0,2.0,0,7.69360768148405,Low
4.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0,0,0,3.0,0.0,0,3.074408545630886,Low
14.0,2.0,1.0,2.0,14.0,0.29,3.5,13.84,9.42,3,2,0,7.0,4.0,0,15.919199662444747,Low
4.0,1.0,1.0,1.0,4.0,0.67,1.5,5.33,0.67,0,0,0,3.0,1.0,0,7.108891958064534,Low
24.0,4.0,4.0,3.0,75.0,0.1,10.34,37.2,221.01,0,4,0,13.0,22.0,0,29.380575200934842,Low
58.0,10.0,1.0,4.0,208.0,0.04,24.9,50.12,1726.4,3,9,0,24.0,40.0,0,35.29262090550509,Medium
13.0,2.0,1.0,1.0,24.0,0.2,5.0,18.28,25.38,0,1,0,7.0,7.0,0,17.318345602985985,Low
41.0,4.0,3.0,3.0,63.0,0.08,12.5,24.73,214.68,14,7,0,15.0,15.0,0,30.16545340674196,Low
17.0,4.0,1.0,2.0,63.0,0.12,8.33,36.34,140.21,0,1,0,10.0,18.0,0,23.209427926746816,Low
7.0,1.0,1.0,1.0,13.0,0.33,3.0,14.99,7.5,0,1,0,6.0,5.0,0,11.826906989859964,Low
7.0,3.0,1.0,2.0,19.0,0.15,6.67,11.4,28.15,0,0,0,10.0,6.0,0,17.378254769842457,Low
7.0,2.0,1.0,2.0,12.0,0.27,3.75,10.63,8.3,0,0,0,6.0,4.0,0,13.989123456822353,Low
33.0,3.0,1.0,2.0,89.0,0.09,10.64,42.57,267.55,0,4,0,12.0,22.0,0,25.330156468823063,Low
16.0,3.0,1.0,3.0,23.0,0.19,5.33,16.42,25.95,0,3,0,8.0,6.0,0,19.271377647760907,Low
59.0,16.0,13.0,5.0,164.0,0.03,29.2,30.84,1461.08,2,9,0,20.0,25.0,0,46.000847048668,Medium
24.0,8.0,5.0,5.0,39.0,0.07,13.5,11.0,111.37,4,1,0,9.0,5.0,0,31.772653111025743,Low
70.0,17.0,12.0,6.0,178.0,0.03,29.56,33.64,1632.33,1,11,0,21.0,27.0,0,46.63799210456758,Medium
13.0,1.0,1.0,1.0,39.0,0.25,3.96,40.27,35.06,0,3,0,5.0,12.0,0,15.532063386252345,Low
95.0,10.0,1.0,6.0,212.0,0.03,32.71,36.0,2140.01,3,17,0,21.0,26.0,0,37.19652121698853,Medium
103.0,14.0,7.0,10.0,235.0,0.04,25.99,51.8,1943.21,3,16,0,19.0,34.0,0,44.797086451886884,Medium
9.0,2.0,1.0,2.0,24.0,0.18,5.5,17.45,29.33,0,2,0,8.0,8.0,0,16.62435619264899,Low
30.0,5.0,1.0,3.0,109.0,0.06,16.14,37.27,540.32,0,3,0,20.0,26.0,0,28.389089840652808,Low
4.0,1.0,1.0,1.0,7.0,0.5,2.0,9.83,2.18,0,0,0,4.0,3.0,0,8.712349007284121,Low
4.0,1.0,1.0,1.0,5.0,0.67,1.5,7.74,0.97,0,0,0,3.0,2.0,0,7.69360768148405,Low
4.0,1.0,1.0,1.0,5.0,0.67,1.5,7.74,0.97,0,0,0,3.0,2.0,0,7.69360768148405,Low
22.0,4.0,3.0,2.0,85.0,0.08,12.63,33.34,295.51,1,5,0,12.0,19.0,0,28.4985231790492,Low
8.0,1.0,1.0,1.0,21.0,0.35,2.86,25.43,11.53,0,0,1,4.0,7.0,0,12.51896096265189,Low
7.0,1.0,1.0,1.0,15.0,0.24,4.2,12.36,12.11,0,1,0,6.0,5.0,0,12.695900491686581,Low
4.0,1.0,1.0,1.0,7.0,0.5,2.0,9.83,2.18,0,0,0,4.0,3.0,0,8.712349007284121,Low
19.0,4.0,1.0,1.0,38.0,0.12,8.5,17.02,68.32,0,3,0,7.0,7.0,0,22.3753475434609,Low
23.0,3.0,1.0,2.0,80.0,0.12,8.48,48.39,193.3,1,6,0,11.0,24.0,0,23.601869609343346,Low
96.0,3.0,1.0,1.0,623.0,0.02,49.59,76.74,10484.46,5,18,0,19.0,50.0,0,34.86262479885775,Medium
17.0,4.0,1.0,2.0,63.0,0.12,8.33,36.34,140.21,0,1,0,10.0,18.0,0,23.209427926746816,Low
12.0,4.0,3.0,2.0,60.0,0.11,9.06,31.12,141.99,0,3,0,10.0,16.0,0,25.34389683337993,Low
13.0,4.0,3.0,2.0,70.0,0.1,10.0,33.28,184.91,0,3,0,10.0,17.0,0,25.970846279681588,Low
11.0,4.0,3.0,2.0,60.0,0.11,9.06,31.12,141.99,0,2,0,10.0,16.0,0,25.075331436037512,Low
19.0,5.0,3.0,3.0,73.0,0.1,9.72,36.1,189.55,0,5,0,10.0,18.0,0,27.99470178658543,Low
61.0,7.0,1.0,5.0,209.0,0.04,25.55,45.68,1656.97,0,8,0,19.0,29.0,0,33.63299422149376,Medium
16.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,18.584908536500226,Low
20.0,2.0,1.0,2.0,54.0,0.12,8.21,30.14,112.99,2,4,0,10.0,14.0,0,21.00466401422985,Low
14.0,2.0,1.0,2.0,41.0,0.12,8.18,21.66,80.55,0,2,0,9.0,11.0,0,19.543108003117254,Low
23.0,6.0,1.0,2.0,55.0,0.12,8.08,32.38,117.35,0,0,0,14.0,13.0,0,25.18447411271686,Low
5.0,1.0,1.0,1.0,9.0,0.4,2.5,10.8,3.75,0,0,0,5.0,3.0,0,9.834660549644505,Low
17.0,4.0,1.0,2.0,63.0,0.12,8.33,36.34,140.21,0,1,0,10.0,18.0,0,23.209427926746816,Low
17.0,16.0,16.0,16.0,126.0,0.07,14.67,39.89,476.77,0,0,0,10.0,15.0,0,39.96671538992202,Medium
17.0,4.0,1.0,3.0,45.0,0.15,6.75,28.32,71.68,5,0,0,9.0,10.0,0,21.806718551345945,Low
14.0,2.0,1.0,2.0,14.0,0.29,3.5,13.84,9.42,3,2,0,7.0,4.0,0,15.919199662444747,Low
36.0,7.0,1.0,7.0,63.0,0.13,7.71,36.94,122.14,3,3,1,9.0,14.0,0,27.20976834331532,Low
14.0,1.0,1.0,1.0,62.0,0.08,13.33,20.42,201.72,0,3,0,12.0,9.0,0,18.89924045477812,Low
8.0,1.0,1.0,1.0,22.0,0.15,6.75,12.06,30.53,0,1,0,9.0,4.0,0,14.149838492687788,Low
101.0,15.0,1.0,6.0,250.0,0.02,41.81,35.03,3401.41,6,16,3,27.0,31.0,0,40.151566256484,Medium
5.0,1.0,1.0,1.0,9.0,0.67,1.5,16.84,2.11,0,0,0,3.0,4.0,0,9.042001565353138,Low
8.0,1.0,1.0,1.0,16.0,0.25,4.0,14.34,12.75,0,1,0,8.0,4.0,0,12.698266237237444,Low
12.0,2.0,1.0,2.0,37.0,0.1,10.0,15.43,85.72,0,0,0,12.0,6.0,0,18.884750333243407,Low
48.0,3.0,1.0,3.0,350.0,0.03,32.67,60.15,3566.95,0,4,0,17.0,32.0,0,30.595034957378587,Low
4.0,1.0,1.0,1.0,8.0,0.4,2.5,9.6,3.33,0,0,0,5.0,3.0,0,9.222921357310247,Low
15.0,1.0,1.0,1.0,74.0,0.12,8.57,42.77,174.58,0,2,0,10.0,21.0,0,18.915615028443394,Low
106.0,11.0,4.0,8.0,371.0,0.02,41.59,53.33,5123.25,12,13,0,22.0,41.0,0,43.51761005930569,Medium
9.0,2.0,1.0,2.0,14.0,0.19,5.25,8.86,13.56,0,1,0,6.0,4.0,0,15.646811590677048,Low
42.0,6.0,3.0,4.0,144.0,0.07,15.0,52.41,655.13,0,3,3,15.0,29.0,0,33.25378741051732,Medium
143.0,44.0,1.0,1.0,365.0,0.04,27.5,95.69,4020.27,0,0,0,55.0,93.0,0,46.2482088050343,Medium
7.0,2.0,1.0,2.0,15.0,0.29,3.5,15.36,10.46,0,1,0,6.0,6.0,0,14.2952659875756,Low
5.0,3.0,3.0,1.0,16.0,0.17,6.0,9.56,19.12,0,0,0,8.0,4.0,0,18.76226217863306,Low
60.0,21.0,13.0,8.0,207.0,0.02,41.9,30.96,3019.47,2,9,1,38.0,39.0,0,49.02036866149878,Medium
36.0,4.0,3.0,4.0,47.0,0.23,4.27,49.83,50.4,13,5,0,8.0,15.0,0,26.624548363389156,Low
17.0,3.0,3.0,3.0,30.0,0.26,3.85,31.85,26.23,5,1,0,7.0,10.0,0,22.37009640151633,Low
39.0,6.0,5.0,6.0,66.0,0.17,5.75,54.58,100.25,12,4,0,9.0,18.0,0,31.32906093589689,Low
18.0,4.0,4.0,2.0,34.0,0.12,8.25,17.51,66.2,8,1,0,11.0,8.0,0,26.43196781862428,Low
56.0,15.0,5.0,5.0,125.0,0.05,19.02,34.48,693.3,10,7,0,17.0,21.0,0,40.113741956656014,Medium
101.0,9.0,1.0,8.0,597.0,0.01,97.9,31.77,16916.0,0,13,1,16.0,21.0,0,40.23326807192679,Medium
12.0,2.0,1.0,2.0,25.0,0.16,6.19,17.16,36.51,0,2,0,11.0,8.0,0,17.83882169060415,Low
8.0,2.0,1.0,2.0,14.0,0.28,3.6,13.45,9.69,0,0,0,6.0,5.0,0,14.540959756839012,Low
59.0,7.0,1.0,1.0,144.0,0.04,26.06,27.63,1042.22,0,6,0,14.0,18.0,0,32.927310353635505,Low
59.0,7.0,1.0,1.0,144.0,0.04,26.06,27.63,1042.22,0,6,0,14.0,18.0,0,32.927310353635505,Low
17.0,3.0,3.0,3.0,30.0,0.26,3.85,31.85,26.23,5,1,0,7.0,10.0,0,22.37009640151633,Low
18.0,2.0,1.0,2.0,34.0,0.27,3.75,39.82,31.11,6,2,0,7.0,14.0,0,18.47572268401346,Low
11.0,2.0,1.0,2.0,34.0,0.27,3.75,39.82,31.11,0,0,0,7.0,14.0,0,16.933864765681076,Low
46.0,5.0,1.0,4.0,142.0,0.06,16.72,47.18,732.52,2,9,2,17.0,30.0,0,30.094873286104768,Low
17.0,3.0,3.0,3.0,30.0,0.26,3.85,31.85,26.23,5,1,0,7.0,10.0,0,22.37009640151633,Low
34.0,3.0,3.0,3.0,47.0,0.25,4.0,53.87,47.89,11,7,0,8.0,16.0,0,25.32992778054598,Low
82.0,9.0,5.0,9.0,126.0,0.13,7.56,90.41,287.25,25,10,0,11.0,32.0,0,36.99385835811172,Medium
123.0,20.0,7.0,12.0,397.0,0.02,51.31,48.78,7133.36,12,16,1,35.0,44.0,0,49.48153551955123,Medium
28.0,3.0,1.0,3.0,103.0,0.05,19.5,25.39,536.42,0,6,0,13.0,15.0,0,26.147719571807265,Low
25.0,1.0,1.0,1.0,29.0,0.5,2.0,51.98,11.55,7,7,0,3.0,9.0,0,15.565424579799808,Low
68.0,6.0,5.0,6.0,108.0,0.18,5.6,101.21,176.33,22,14,0,8.0,30.0,0,33.78998537570595,Medium
5.0,1.0,1.0,1.0,4.0,0.67,1.5,5.33,0.67,1,0,0,3.0,1.0,0,7.720631150398792,Low
158.0,29.0,3.0,14.0,629.0,0.01,77.41,49.8,16579.82,9,17,1,26.0,44.0,0,50.15175760738993,Medium
4.0,1.0,1.0,1.0,6.0,0.5,2.0,7.75,1.72,0,0,0,4.0,2.0,0,8.297486599287241,Low
96.0,12.0,8.0,7.0,282.0,0.03,30.8,54.52,2873.1,14,4,0,22.0,40.0,0,45.21273457242893,Medium
4.0,1.0,1.0,1.0,4.0,0.67,1.5,5.33,0.67,0,0,0,3.0,1.0,0,7.108891958064534,Low
4.0,1.0,1.0,1.0,4.0,0.67,1.5,5.33,0.67,0,0,0,3.0,1.0,0,7.108891958064534,Low
377.0,48.0,19.0,44.0,1295.0,0.01,84.86,103.28,41323.2,36,36,0,28.0,81.0,0,63.75353428187991,Medium
4.0,1.0,1.0,1.0,4.0,0.67,1.5,5.33,0.67,0,0,0,3.0,1.0,0,7.108891958064534,Low
4.0,1.0,1.0,1.0,4.0,0.67,1.5,5.33,0.67,0,0,0,3.0,1.0,0,7.108891958064534,Low
8.0,1.0,1.0,1.0,32.0,0.15,6.65,19.67,48.32,0,1,0,7.0,10.0,0,15.24384641645897,Low
18.0,4.0,4.0,1.0,46.0,0.07,14.0,14.86,161.84,0,1,0,14.0,9.0,0,28.185095187704317,Low
18.0,2.0,1.0,1.0,52.0,0.11,9.17,25.66,119.79,0,2,0,11.0,12.0,0,20.79090146678687,Low
18.0,2.0,1.0,1.0,52.0,0.11,9.17,25.66,119.79,0,2,0,11.0,12.0,0,20.79090146678687,Low
18.0,2.0,1.0,1.0,52.0,0.11,9.17,25.66,119.79,0,2,0,11.0,12.0,0,20.79090146678687,Low
74.0,8.0,1.0,4.0,155.0,0.05,19.67,44.48,955.8,10,15,3,20.0,30.0,0,34.02891172560727,Medium
16.0,5.0,1.0,1.0,36.0,0.08,12.0,11.72,93.77,0,5,0,10.0,5.0,0,23.288618694475353,Low
11.0,2.0,1.0,1.0,21.0,0.27,3.67,22.38,16.71,0,3,0,6.0,9.0,0,16.292890125115335,Low
9.0,1.0,1.0,1.0,40.0,0.17,6.0,28.81,57.63,0,1,0,8.0,12.0,0,15.544161215159773,Low
29.0,4.0,1.0,3.0,98.0,0.05,18.82,26.26,516.97,2,3,0,16.0,17.0,0,27.340991041184925,Low
25.0,6.0,5.0,2.0,58.0,0.04,25.71,10.47,384.78,4,2,0,18.0,7.0,0,33.19213109869307,Medium
14.0,3.0,3.0,1.0,68.0,0.07,13.5,24.72,250.25,0,2,0,15.0,15.0,0,25.926080131647034,Low
58.0,10.0,1.0,4.0,98.0,0.05,19.97,26.46,586.39,7,6,0,23.0,19.0,0,33.558070030066546,Medium
61.0,4.0,1.0,3.0,133.0,0.06,18.0,39.32,707.82,0,13,0,16.0,24.0,0,30.110494112071954,Low
28.0,3.0,1.0,3.0,59.0,0.2,4.9,57.25,76.37,0,5,0,7.0,20.0,0,22.414662050779405,Low
24.0,3.0,1.0,3.0,45.0,0.2,5.0,39.53,54.9,0,4,0,7.0,14.0,0,21.487117823492984,Low
24.0,3.0,1.0,3.0,43.0,0.2,5.12,36.33,52.81,0,4,0,7.0,13.0,0,21.45321369242874,Low
17.0,4.0,1.0,3.0,30.0,0.14,7.33,15.58,46.53,0,2,0,8.0,6.0,0,21.393957859356792,Low
24.0,3.0,1.0,3.0,45.0,0.2,5.0,39.53,54.9,0,4,0,7.0,14.0,0,21.487117823492984,Low
24.0,3.0,1.0,3.0,43.0,0.2,5.12,36.33,52.81,0,4,0,7.0,13.0,0,21.45321369242874,Low
25.0,3.0,1.0,3.0,45.0,0.2,5.0,39.53,54.9,0,5,0,7.0,14.0,0,21.618714151481107,Low
25.0,3.0,1.0,3.0,43.0,0.2,5.12,36.33,52.81,0,5,0,7.0,13.0,0,21.584810020416864,Low
24.0,3.0,1.0,3.0,43.0,0.2,5.12,36.33,52.81,0,4,0,7.0,13.0,0,21.45321369242874,Low
24.0,3.0,1.0,3.0,45.0,0.2,5.0,39.53,54.9,0,4,0,7.0,14.0,0,21.487117823492984,Low
28.0,7.0,1.0,3.0,66.0,0.05,21.0,13.8,338.21,8,2,0,14.0,7.0,0,28.55479504280555,Low
158.0,21.0,10.0,11.0,328.0,0.02,50.42,35.52,5015.6,30,31,0,20.0,24.0,0,51.065538266722555,Medium
25.0,9.0,1.0,3.0,69.0,0.05,19.09,16.78,339.85,0,3,0,14.0,11.0,0,29.49370481695373,Low
24.0,7.0,1.0,3.0,45.0,0.08,12.35,16.48,139.66,0,3,0,13.0,10.0,0,26.861530402437605,Low
65.0,10.0,8.0,4.0,203.0,0.02,45.32,23.84,2719.83,9,8,0,21.0,19.0,0,43.366647371680635,Medium
17.0,5.0,1.0,2.0,30.0,0.1,10.29,12.39,72.82,0,2,0,12.0,7.0,0,23.42814231094096,Low
31.0,8.0,1.0,5.0,72.0,0.08,13.13,26.92,257.61,0,3,2,14.0,16.0,0,29.04478841789327,Low
20.0,11.0,5.0,4.0,59.0,0.07,13.75,20.4,214.3,0,2,0,15.0,12.0,0,33.67608850826748,Medium
49.0,11.0,10.0,6.0,123.0,0.06,17.5,36.34,618.24,4,9,0,15.0,21.0,0,40.839176588675706,Medium
67.0,11.0,9.0,4.0,253.0,0.02,55.82,24.12,4175.17,3,8,0,21.0,19.0,0,45.018684047334226,Medium
312.0,39.0,30.0,14.0,1097.0,0.01,97.82,71.69,38106.71,35,42,5,27.0,57.0,0,64.14134312005815,Medium
30.0,3.0,1.0,1.0,100.0,0.09,10.91,49.1,324.75,0,7,0,13.0,28.0,0,25.43044745845311,Low
148.0,30.0,20.0,16.0,404.0,0.02,45.81,53.69,6258.94,34,9,0,26.0,42.0,0,55.81500276312214,Medium
15.0,2.0,1.0,2.0,29.0,0.12,8.25,13.73,51.93,4,1,0,9.0,6.0,0,19.007533388473014,Low
88.0,13.0,5.0,5.0,353.0,0.02,55.76,36.77,6350.16,9,12,1,23.0,33.0,0,45.076959885184145,Medium
67.0,11.0,1.0,4.0,237.0,0.04,22.34,56.82,1576.23,0,2,0,12.0,29.0,0,35.37206670263171,Medium
15.0,7.0,1.0,7.0,49.0,0.19,5.14,41.18,60.51,0,0,0,6.0,14.0,0,23.238853899820807,Low
17.0,3.0,1.0,3.0,37.0,0.09,10.67,15.24,96.31,0,3,0,12.0,9.0,0,22.00363704832374,Low
43.0,6.0,4.0,5.0,302.0,0.04,25.24,70.38,2491.51,0,5,0,18.0,41.0,0,36.46462502308719,Medium
9.0,1.0,1.0,1.0,35.0,0.15,6.5,22.45,52.7,0,1,0,9.0,9.0,0,15.394324987198054,Low
11.0,1.0,1.0,1.0,53.0,0.13,7.6,29.08,93.31,0,1,0,8.0,10.0,0,16.59680976866906,Low
28.0,9.0,1.0,1.0,113.0,0.08,12.48,47.17,408.14,0,3,0,12.0,25.0,0,29.653501834931767,Low
23.0,2.0,1.0,2.0,146.0,0.04,28.5,24.08,1086.58,0,2,0,13.0,13.0,0,25.208896658574425,Low
33.0,1.0,1.0,1.0,255.0,0.03,30.87,44.26,2342.64,0,6,0,15.0,26.0,0,25.72469807152471,Low
22.0,5.0,1.0,1.0,79.0,0.1,10.03,37.87,211.61,0,3,0,11.0,17.0,0,25.34285871920321,Low
42.0,6.0,1.0,5.0,277.0,0.03,33.47,47.41,2950.15,2,3,0,21.0,32.0,0,32.796085567282454,Low
32.0,7.0,7.0,4.0,172.0,0.04,24.2,40.52,1318.2,0,4,0,22.0,30.0,0,37.66597598088309,Medium
87.0,6.0,1.0,6.0,572.0,0.03,38.16,89.94,7275.76,9,16,0,17.0,47.0,0,36.1617833439933,Medium
44.0,4.0,1.0,4.0,149.0,0.06,16.77,49.34,771.27,2,7,0,16.0,31.0,0,29.169541608277537,Low
67.0,6.0,1.0,2.0,333.0,0.02,51.11,36.19,5252.17,3,13,0,20.0,27.0,0,35.46570469194718,Medium
28.0,3.0,1.0,3.0,66.0,0.1,9.75,34.15,180.34,0,5,2,13.0,20.0,0,24.401806185058554,Low
22.0,2.0,1.0,1.0,81.0,0.08,13.33,30.91,305.25,1,3,0,16.0,18.0,0,23.114985634063963,Low
104.0,18.0,6.0,10.0,351.0,0.02,53.14,37.65,5907.28,12,14,1,24.0,28.0,0,47.34128135361321,Medium
4.0,1.0,1.0,1.0,19.0,0.4,2.5,28.94,10.05,0,0,0,5.0,9.0,0,10.544291772264593,Low
25.0,2.0,1.0,2.0,73.0,0.09,11.1,30.15,206.4,3,5,3,9.0,15.0,0,22.718275512980092,Low
38.0,3.0,1.0,3.0,187.0,0.03,34.88,25.78,1741.76,0,2,0,12.0,16.0,0,29.08320010111502,Low
76.0,5.0,1.0,5.0,288.0,0.04,26.96,59.35,2395.66,3,16,0,13.0,34.0,0,33.43685952626843,Medium
193.0,14.0,5.0,4.0,1069.0,0.01,152.75,42.3,54832.64,0,26,2,26.0,40.0,0,51.57780042261908,Medium
116.0,23.0,7.0,11.0,398.0,0.02,42.93,56.03,5737.97,15,13,7,21.0,45.0,0,49.351208734078384,Medium
54.0,8.0,1.0,7.0,312.0,0.03,39.71,39.63,3472.46,0,3,0,12.0,21.0,0,34.738653293085896,Medium
60.0,9.0,3.0,5.0,202.0,0.02,43.45,25.68,2693.47,1,11,0,25.0,21.0,0,38.996675272309986,Medium
92.0,8.0,1.0,4.0,241.0,0.04,27.7,45.33,1931.74,0,8,2,14.0,23.0,0,35.46868959243657,Medium
63.0,17.0,3.0,5.0,411.0,0.02,64.58,34.74,8050.77,10,7,0,20.0,24.0,0,43.32071390823824,Medium
18.0,3.0,1.0,2.0,41.0,0.12,8.44,19.86,78.56,0,3,0,9.0,8.0,0,21.33071291753564,Low
105.0,11.0,1.0,7.0,352.0,0.03,36.08,61.31,4435.36,0,9,0,25.0,53.0,0,39.24244927443061,Medium
55.0,10.0,6.0,2.0,230.0,0.03,37.88,32.75,2609.66,0,2,0,18.0,24.0,0,41.419750224595795,Medium
68.0,4.0,1.0,3.0,195.0,0.04,27.63,35.6,1510.0,3,9,2,14.0,19.0,0,31.505663587706955,Low
8.0,2.0,1.0,2.0,24.0,0.13,7.86,12.49,42.82,0,0,0,10.0,7.0,0,17.126914147886346,Low
41.0,10.0,4.0,5.0,180.0,0.03,40.0,22.29,1981.68,0,9,0,16.0,15.0,0,38.463864259837,Medium
411.0,5.0,1.0,4.0,1584.0,0.02,56.31,185.24,32628.73,1,86,0,13.0,83.0,0,42.70403148785689,Medium
14.0,2.0,1.0,2.0,34.0,0.11,9.38,15.12,73.84,0,1,0,10.0,8.0,0,19.535157122575377,Low
14.0,1.0,1.0,1.0,59.0,0.12,8.44,32.87,130.0,0,2,0,10.0,16.0,0,18.281957389910662,Low
72.0,23.0,12.0,7.0,264.0,0.02,49.71,29.16,4004.35,9,9,1,24.0,21.0,0,49.37761980200845,Medium
15.0,1.0,1.0,1.0,41.0,0.2,5.0,32.04,44.5,0,3,0,5.0,10.0,0,16.369674461629206,Low
23.0,2.0,1.0,2.0,71.0,0.07,14.09,22.13,244.13,0,4,0,10.0,11.0,0,22.766262377059995,Low
14.0,1.0,1.0,1.0,59.0,0.12,8.44,32.87,130.0,0,2,0,10.0,16.0,0,18.281957389910662,Low
82.0,26.0,15.0,7.0,294.0,0.02,50.0,33.01,4585.35,10,10,1,25.0,24.0,0,51.490530302021085,Medium
42.0,3.0,1.0,3.0,162.0,0.05,21.36,38.59,977.88,0,8,0,13.0,21.0,0,28.21627242508099,Low
23.0,2.0,1.0,2.0,71.0,0.07,14.09,22.13,244.13,0,4,0,10.0,11.0,0,22.766262377059995,Low
63.0,6.0,1.0,2.0,287.0,0.03,32.67,53.29,3159.9,7,9,0,23.0,44.0,0,34.499915272450984,Medium
8.0,1.0,1.0,1.0,55.0,0.11,9.0,23.88,107.44,0,2,0,6.0,9.0,0,15.993661586515337,Low
107.0,15.0,8.0,8.0,392.0,0.02,52.17,43.83,6627.2,9,15,0,22.0,35.0,0,48.03858842504614,Medium
158.0,20.0,12.0,6.0,632.0,0.01,92.17,41.14,19416.44,6,16,3,28.0,36.0,0,54.14280463530381,Medium
61.0,8.0,1.0,5.0,200.0,0.03,36.0,30.69,2209.42,1,11,0,23.0,23.0,0,34.94960068311283,Medium
92.0,9.0,1.0,4.0,476.0,0.02,54.92,51.19,8579.23,1,5,0,21.0,39.0,0,38.8969092930717,Medium
28.0,11.0,1.0,4.0,109.0,0.04,27.0,20.54,831.8,0,2,0,19.0,16.0,0,32.296511080833504,Low
54.0,10.0,1.0,4.0,426.0,0.02,52.7,48.31,7455.45,1,10,1,26.0,37.0,0,37.36261879494596,Medium
14.0,2.0,1.0,2.0,13.0,0.5,2.0,19.5,4.33,4,1,0,4.0,4.0,0,14.576232681485795,Low
129.0,40.0,29.0,6.0,651.0,0.01,93.84,41.78,20438.72,10,11,0,28.0,37.0,0,60.41182852554141,Medium
56.0,6.0,1.0,4.0,166.0,0.05,18.33,44.86,837.63,6,1,0,10.0,21.0,0,31.24119963487173,Low
86.0,11.0,9.0,6.0,231.0,0.03,28.86,46.28,2141.03,0,16,0,20.0,35.0,0,44.5621223322867,Medium
15.0,1.0,1.0,1.0,45.0,0.17,6.0,34.39,68.77,0,4,0,9.0,15.0,0,17.420587144200645,Low
9.0,1.0,1.0,1.0,27.0,0.21,4.81,21.92,28.2,0,1,0,7.0,8.0,0,14.396716163504852,Low
46.0,5.0,1.0,3.0,161.0,0.06,17.82,50.45,890.32,3,4,0,17.0,31.0,0,30.340136674503764,Low
152.0,8.0,3.0,8.0,948.0,0.01,72.15,83.53,24157.77,17,18,0,25.0,57.0,0,44.647702444235904,Medium
22.0,1.0,1.0,1.0,89.0,0.11,9.09,48.95,224.75,1,2,0,10.0,22.0,0,20.372618499662444,Low
26.0,3.0,1.0,3.0,76.0,0.05,20.0,18.07,401.52,0,4,0,15.0,12.0,0,25.68833614476038,Low
20.0,3.0,1.0,3.0,68.0,0.06,17.5,18.48,314.35,0,4,0,15.0,12.0,0,24.42528435725383,Low
15.0,2.0,1.0,1.0,28.0,0.13,7.5,14.59,45.58,0,2,0,9.0,6.0,0,18.72746544218865,Low
157.0,11.0,5.0,6.0,475.0,0.03,38.99,73.9,6241.35,10,20,0,19.0,48.0,0,45.66424939075846,Medium
8.0,1.0,1.0,1.0,73.0,0.09,11.25,24.01,168.83,0,2,0,5.0,8.0,0,16.51389599935292,Low
16.0,2.0,1.0,2.0,77.0,0.12,8.67,47.28,197.31,0,2,0,13.0,27.0,0,21.357177851822964,Low
